UpdatedDate,ItemSku,ItemDocumentNote,ItemImageApprovalDate,ItemImageExpirationDate,ItemImageActiveDate,ItemDocumentValue,UPCTypeName,ItemPrimaryIndicator,ProductStatusnote,ProductName,MarketingName,MarketingDetails,MarketingFeatures,L6_Name,L5_Name,L4_Name,L3_Name,L2_Name,L6_Code,L5_Code,L4_Code,L3_Code,L2_Code
2021-03-15T08:30:07.300Z,2400050787,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/000/24000/0002400050787_0600.png,UPCA,Y,Active,DEL MONTE FRUIT NAT CUP PEACH 7 OZ                ,"Del Monte Fruit Naturals Yellow Cling Peach Chunks in Extra Light Syrup, 7 oz",Del Monte Fruit Naturals Yellow Cling Peaches. Great when used as a topping for yogurt and ice cream. Del Monte quality and freshness for wherever your day takes you.,"Packed at the peak of freshness Yellow Cling Peaches Sweet, rich peach flavor Rich Source of Vitamin C Great as a snack on-the-go",FRESH,PRODUCE,FRESH CUT PRODUCE,FRESH CUT FRUIT,FRUIT SNACKING,L6-000014,L5-000015,L4-000742,L3-003124,L2-017954
2021-03-15T08:30:07.300Z,21278600000,upc_img_pth_frnt,2020-05-14,2099-12-31,2020-05-14,http://static.meijer.com/Media/002/12786/0021278600000_0_A1C1_0600.png,UPCA,Y,Active,SALAD PASTA STEAK 2/5LB                           ,Steakhouse Pasta Salad,"Pasta salad mixed in a creamy sauce and tossed with bacon, red bell pepper and chives. Sure to be a hit at your next summer picnic!",Available in the Deli.,FRESH,DELI,DELI SALADS,DELI SERVICE ENTREE SIDE SALAD,REP2 SUM FRSH PROTN SALAD DELI,L6-000014,L5-000016,L4-000710,L3-003069,L2-013438
2022-11-09T06:48:49.389Z,70882002471,upc_img_pth_frnt,2022-11-08,2099-12-31,2022-11-08,http://static.meijer.com/Media/007/08820/0070882002471_0_A1C1_0600.png,UPCA,Y,Active,"PIE CHERRY 8""                                     ","Fresh from Meijer 8"" Cherry Pie, 24 oz",Flaky pie crust with a smooth cherry filling.,Ready to Eat,FRESH,BAKERY,BAKERY DESSERTS,BAKERY PIES,FRUIT PIES DTL FRZ BAKERY,L6-000014,L5-000017,L4-000697,L3-003044,L2-012946
2021-03-15T08:30:07.300Z,21784400000,upc_img_pth_frnt,2018-05-11,2099-12-31,2018-05-11,http://static.meijer.com/Media/002/17844/0021784400000_2_A1C1_0600.png,UPCA,Y,Active,MEIJER SALAD GOURMET CHICKEN LB                   ,Fresh from Meijer Gourmet Chicken Salad,"Incorporate refreshing, new flavors into your next meal with Fresh from Meijer Gourmet Chicken Salad. This beautiful blend of tender chicken and vegetables in a creamy dressing is perfect to eat as is, served on a bed of lettuce or made into thick sandwiches. With its crowd-pleasing flavors, this classic salad is fantastic for cookouts, family dinners and anything in-between. Make mealtime easy with this ready-to-eat salad!",Gourmet Chicken Salad Pay per Pound,FRESH,DELI,DELI SALADS,DELI SERVICE ENTREE SIDE SALAD,REP2 SUM FRSH PROTN SALAD DELI,L6-000014,L5-000016,L4-000710,L3-003069,L2-013438
2022-01-01T06:41:37.673Z,7146402280,upc_img_pth_frnt,2021-12-31,2099-12-31,2021-12-31,http://static.meijer.com/Media/000/71464/0007146402280_0_A1C1_0600.png,UPCA,Y,Active,BHF YOGURT DRESSING HONEY BBQ 12 OZ               ,"Bolthouse Farms Yogurt Dressing, Honey BBQ, 12 oz","We started with classic ranch creaminess and expertly blended in a sweet & tangy BBQ flavor! This dressing is everything you love about your two favorite flavors. Great for salads, over pizza, chicken, and as a dip.",No Artificial Preservatives No Artificial Colors No Artificial Flavors Gluten Free Made With Yogurt Kosher Dairy,FRESH,PRODUCE,REFRIGERATED BEV AND DRESSINGS,DRESSINGS DIPS RFRG,DRESSINGS RFRG PRODUCE,L6-000014,L5-000015,L4-000690,L3-003108,L2-013257
2021-03-15T08:30:07.300Z,38290844003,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/003/82908/0038290844003_0600.png,UPCA,Y,Active,"BD UF 0.3CC 31GX5/16"" 1/2UNIT-CF/DC90 ONLY        ",,,,PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,PHARMACY SYRINGES,PHARMACY SYRINGES,L6-000020,L5-000011,L4-000771,L3-003842,L2-014542
2021-03-15T08:30:07.300Z,71373330351,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/071/37333/0713733303514_a1c1_0600.png,NDC,N,ActiveNR,MEIJER FACIAL MOISTURIZING LOTION 473ML           ,"Meijer Moisture Lotion, Fragrance Free, 16 oz","Our fragrance free moisturizing lotion has been formulated specifically for chronic dry, sensitive skin. It contains a unique blend of extra-strength emollients and humectants that moisturize dry skin and help prevent moisture loss. Provides long-lasting hydration to even sever dry skin.","Non irritating, lightweight formula for all skin types No parabens",PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
2021-03-15T08:30:07.300Z,4116743106,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/000/41167/0004116743106_0600.png,UPCA,Y,Active,ALLEGRA D 12HR TAB 30 CT                          ,,,,PRESCRIPTIONS,PRESCRIPTIONS,RESTRICTED OTC,RESTRICTED OTC,ALLERGY REMEDY,L6-000020,L5-000011,L4-000772,L3-003843,L2-013777
2021-03-15T08:30:07.300Z,76023619748,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/076/02361/0760236197485_a1r1_0600.png,NDC,N,ActiveNR,MEIJER CENTURY WOMENS ULTRA VIT                   ,"Meijer Complete Women Under 50 Multivitamin, 120ct","Compare to Centrum Women ingredients Nutritional support with important nutrients for men Complete with 30 Nutrients Energy Production** Immune Support** Metabolism Support** Skin, Hair & Nail Health** ** These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.",Quality tested Gluten Free,PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
2021-03-15T08:30:07.300Z,71928319407,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/007/19283/0071928319407_0600.png,NDC,N,Active,MEIJER CETIRIZINE D-12HR TAB 12 CT P-150          ,,,,PRESCRIPTIONS,PRESCRIPTIONS,RESTRICTED OTC,RESTRICTED OTC,ALLERGY REMEDY,L6-000020,L5-000011,L4-000772,L3-003843,L2-013777
2021-03-15T08:30:07.300Z,4125052533,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/004/12505/0041250525332_a1c1_0600.png,NDC,N,ActiveNR,MEIJER PETROLEUM JELLY                            ,"Meijer Pure Petroleum Jelly, 7.5 oz","Meijer Pure Petroleum Jelly has multiple uses. Can help heal, and lock in moisture for dry skin. Can be used to remove eye makeup or use as a barrier to prevent skin stains from hair dye. Also works to prevent diaper rash.",Skin Protectant  Compare to Vaseline petroleum jelly,PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
2021-03-15T08:30:07.300Z,70414200007,upc_img_pth_frnt,2019-11-07,2099-12-31,2019-11-07,http://static.meijer.com/Media/007/04142/0070414200007_1_A1C1_0600.png,NDC,N,ActiveNR,FLORASTOR 250MG CAP                               ,"Florastor 250mg Intestinal Dietary Supplement, 50 ct",Promotes and maintains intestinal health.  The #1 Probiotic Worldwide.,50 Vegetarian Capsules,PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
2021-03-15T08:30:07.300Z,4125056427,upc_img_pth_frnt,2015-07-06,2099-12-31,2015-07-06,http://static.meijer.com/Media/000/41250/0004125056427_0600.png,NDC,N,ActiveNR,MEIJER NAT B-6 VIT 100MG                          ,"Meijer Vitamin B6 100mg Tablets, 100 ct","Vitamin B6 supports energy production, plays a role in heart health by promoting healthy homocysteine levels already within a normal range & also supports nervous system health. It has no artificial color, flavor, sweetener or preservatives, sugar, starch, dairy, lactose, soy, gluten, wheat, yeast, fish or sodium.","No artificial color, flavor, sweetener, preservatives No sugar, starch, dairy, lactose No soy, gluten, wheat, yeast No fish, sodium",PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
2021-03-15T08:30:07.300Z,71373320204,upc_img_pth_frnt,2019-02-19,2099-12-31,2017-03-24,http://static.meijer.com/Media/007/13733/0071373320204_1_A1C1_0600.png,NDC,N,ActiveNR,FISH OIL ENT 1400MG CAP-MJ                        ,"Meijer Fish Oil Enteric coated 1400 mg, 120 ct","Omega-3 fatty acids are beneficial for joint health and may help maintain triglyceride levels already within the normal range.** Omega-3 fatty acids are necessary for many vital functions in the body and have been shown to support heart, skin and joint health.** Fish oil contains EPA and DHA, which help support and maintain a healthy cardiovascular system.** **These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.",900 mg total omega-3 per softgel Enteric coated to help control fishy burps Gluten free,PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
2021-03-15T08:30:07.300Z,88692647395,upc_img_pth_frnt,2020-01-28,2099-12-31,2020-01-28,http://static.meijer.com/Media/008/86926/0088692647395_2_A1C1_0600.png,NDC,N,ActiveNR,MJ HERB HORSE CHESTNUT 300MG CAP                  ,"Meijer Herbal Horse Chestnut Extract 300 mg Capsules, 60 ct",Meijer Herbal Horse Chestnut Extract 300 mg Capsules.,General Health Dietary Supplement,PRESCRIPTIONS,PRESCRIPTIONS,PRESCRIPTIONS,OTC THIRD PARTY BILLING,OTC THIRD PARTY BILLING,L6-000020,L5-000011,L4-000771,L3-003839,L2-013771
